GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071
1580000US1714000031010701,1714000031010701,"Census Tract 107.01, Cook County (part), Chicago city, Illinois",3864,3725,2125,761,15,204,2,618,139,129,38,10,20,0,29,4,7,3,3,0,0,6,8,1,0,10,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031010702,1714000031010702,"Census Tract 107.02, Cook County (part), Chicago city, Illinois",5143,4845,2381,1155,36,323,3,947,298,280,30,28,24,0,150,9,7,1,18,5,0,4,0,4,0,16,5,3,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020100,1714000031020100,"Census Tract 201, Cook County (part), Chicago city, Illinois",3965,3795,1529,1182,28,608,4,444,170,156,51,4,31,0,29,1,2,1,18,0,0,6,1,12,0,13,5,3,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020200,1714000031020200,"Census Tract 202, Cook County (part), Chicago city, Illinois",6676,6462,4069,618,8,1394,1,372,214,202,44,14,68,1,35,2,3,6,3,14,0,0,0,12,0,10,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020301,1714000031020301,"Census Tract 203.01, Cook County (part), Chicago city, Illinois",4750,4647,3965,106,15,470,0,91,103,100,12,4,43,5,13,0,3,0,1,0,0,0,3,15,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020302,1714000031020302,"Census Tract 203.02, Cook County (part), Chicago city, Illinois",4650,4504,3051,462,12,504,0,475,146,138,41,23,37,0,24,1,0,0,4,0,0,1,0,7,0,8,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020400,1714000031020400,"Census Tract 204, Cook County (part), Chicago city, Illinois",4168,3999,2266,718,27,530,0,458,169,150,28,10,34,0,49,4,4,1,9,4,0,1,0,6,0,17,13,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020500,1714000031020500,"Census Tract 205, Cook County (part), Chicago city, Illinois",6214,5942,2167,1221,54,1684,1,815,272,258,24,18,56,1,42,22,11,1,13,10,0,6,0,51,3,14,8,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020601,1714000031020601,"Census Tract 206.01, Cook County (part), Chicago city, Illinois",6353,6052,3908,304,38,1317,1,484,301,298,30,12,110,5,70,2,2,0,14,14,0,0,2,35,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020602,1714000031020602,"Census Tract 206.02, Cook County (part), Chicago city, Illinois",4340,4148,2084,326,11,1215,5,507,192,170,30,6,45,1,48,1,4,0,3,7,0,0,6,17,2,18,1,1,0,4,0,0,7,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020701,1714000031020701,"Census Tract 207.01, Cook County (part), Chicago city, Illinois",1704,1634,1088,42,7,418,0,79,70,68,2,3,29,3,20,0,5,0,1,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020702,1714000031020702,"Census Tract 207.02 (part), Cook County (part), Chicago city, Illinois",7194,6847,3618,556,32,2090,0,551,347,335,44,6,150,7,54,7,13,0,8,8,0,4,6,27,1,12,4,1,0,2,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020801,1714000031020801,"Census Tract 208.01, Cook County (part), Chicago city, Illinois",5458,5259,2945,386,32,1184,2,710,199,187,36,13,58,0,43,6,12,0,4,0,0,7,0,8,0,9,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020802,1714000031020802,"Census Tract 208.02, Cook County (part), Chicago city, Illinois",6963,6658,2347,746,43,2561,0,961,305,303,39,7,90,2,45,4,4,1,12,19,0,11,9,58,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020901,1714000031020901,"Census Tract 209.01, Cook County (part), Chicago city, Illinois",5221,4976,1839,1061,36,1182,1,857,245,230,62,10,62,0,43,6,5,1,11,6,0,2,3,14,5,11,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031020902,1714000031020902,"Census Tract 209.02, Cook County (part), Chicago city, Illinois",4286,4142,2095,564,10,1123,2,348,144,131,24,3,11,10,33,2,9,0,5,5,0,2,2,24,1,13,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030101,1714000031030101,"Census Tract 301.01 (part), Cook County (part), Chicago city, Illinois",3893,3768,2017,996,20,505,0,230,125,115,26,7,34,2,15,9,4,1,5,0,0,1,0,10,1,10,5,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030102,1714000031030102,"Census Tract 301.02 (part), Cook County (part), Chicago city, Illinois",3204,3091,1898,709,13,330,1,140,113,108,29,10,14,3,14,8,5,4,4,4,0,2,2,9,0,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030103,1714000031030103,"Census Tract 301.03 (part), Cook County (part), Chicago city, Illinois",1928,1871,1150,341,4,303,0,73,57,50,15,9,8,0,7,3,3,0,1,2,0,0,0,2,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030104,1714000031030104,"Census Tract 301.04 (part), Cook County (part), Chicago city, Illinois",3681,3582,2398,409,8,695,1,71,99,92,16,10,27,1,10,5,7,0,3,0,0,2,1,8,2,7,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030200,1714000031030200,"Census Tract 302, Cook County (part), Chicago city, Illinois",5369,5193,3918,468,38,432,6,331,176,166,43,22,53,1,22,4,4,0,3,6,0,2,0,6,0,9,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030300,1714000031030300,"Census Tract 303, Cook County (part), Chicago city, Illinois",3322,3182,1716,432,49,438,2,545,140,135,26,18,29,2,37,1,5,0,4,1,0,6,0,5,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030400,1714000031030400,"Census Tract 304, Cook County (part), Chicago city, Illinois",2684,2577,1818,205,17,282,0,255,107,92,13,7,36,3,18,2,0,0,2,0,0,4,1,2,4,10,2,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030500,1714000031030500,"Census Tract 305, Cook County (part), Chicago city, Illinois",6395,6126,4386,533,67,506,4,630,269,254,40,38,68,2,65,5,9,1,6,2,0,3,2,10,3,15,4,2,0,0,2,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030601,1714000031030601,"Census Tract 306.01 (part), Cook County (part), Chicago city, Illinois",4012,3881,2179,1050,16,424,0,212,131,114,23,8,30,0,19,3,10,0,12,2,0,1,1,5,0,17,11,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030603,1714000031030603,"Census Tract 306.03, Cook County (part), Chicago city, Illinois",2095,2021,1031,617,24,178,0,171,74,72,13,3,21,2,15,5,7,1,2,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030604,1714000031030604,"Census Tract 306.04 (part), Cook County (part), Chicago city, Illinois",2976,2865,1592,602,8,569,1,93,111,106,26,7,30,2,13,3,7,1,4,0,0,1,3,8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030701,1714000031030701,"Census Tract 307.01, Cook County (part), Chicago city, Illinois",1549,1492,827,405,7,120,1,132,57,51,14,2,15,0,0,11,3,0,0,0,0,2,2,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030702,1714000031030702,"Census Tract 307.02, Cook County (part), Chicago city, Illinois",1630,1574,1006,170,4,362,0,32,56,53,3,4,31,1,8,2,2,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030703,1714000031030703,"Census Tract 307.03, Cook County (part), Chicago city, Illinois",2830,2733,1717,586,23,265,2,140,97,84,23,8,15,10,6,8,2,0,10,1,0,0,0,1,0,12,6,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030706,1714000031030706,"Census Tract 307.06 (part), Cook County (part), Chicago city, Illinois",3599,3502,2373,504,21,460,0,144,97,86,11,12,27,3,11,7,2,0,6,0,0,1,0,6,0,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030800,1714000031030800,"Census Tract 308, Cook County (part), Chicago city, Illinois",4326,4183,3333,194,10,468,1,177,143,135,30,9,61,0,12,7,8,0,3,2,0,0,1,2,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031030900,1714000031030900,"Census Tract 309, Cook County (part), Chicago city, Illinois",3028,2920,2216,116,5,322,0,261,108,104,15,8,42,2,20,0,1,0,5,2,0,1,0,8,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031000,1714000031031000,"Census Tract 310, Cook County (part), Chicago city, Illinois",3656,3500,2674,166,23,275,1,361,156,141,16,14,40,0,50,8,1,0,5,0,0,3,2,2,0,14,6,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031100,1714000031031100,"Census Tract 311, Cook County (part), Chicago city, Illinois",4402,4287,3053,215,25,740,0,254,115,98,17,9,41,0,12,1,6,0,3,0,0,1,0,6,2,14,8,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1580000US1714000031031200,1714000031031200,"Census Tract 312, Cook County (part), Chicago city, Illinois",5648,5468,2168,1661,38,1107,3,491,180,158,37,19,25,6,33,10,11,2,8,0,0,3,1,2,1,19,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031300,1714000031031300,"Census Tract 313 (part), Cook County (part), Chicago city, Illinois",7076,6863,3590,1519,24,1449,2,279,213,196,40,12,72,2,31,5,2,0,10,2,0,1,4,14,1,17,10,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031400,1714000031031400,"Census Tract 314 (part), Cook County (part), Chicago city, Illinois",5150,5032,4066,463,13,387,1,102,118,102,19,12,39,0,11,6,0,0,2,2,0,0,1,8,2,15,10,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031501,1714000031031501,"Census Tract 315.01, Cook County (part), Chicago city, Illinois",4083,3976,1593,1181,23,948,2,229,107,96,16,9,27,1,18,3,6,0,8,2,0,0,0,6,0,10,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031502,1714000031031502,"Census Tract 315.02, Cook County (part), Chicago city, Illinois",4354,4154,1571,1952,20,352,0,259,200,183,53,14,30,3,17,12,13,7,19,5,1,1,0,5,3,14,8,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031700,1714000031031700,"Census Tract 317, Cook County (part), Chicago city, Illinois",6570,6330,3811,1469,41,327,6,676,240,215,41,28,68,0,36,8,8,0,16,0,0,4,1,4,1,22,17,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031800,1714000031031800,"Census Tract 318, Cook County (part), Chicago city, Illinois",1820,1756,1371,77,15,116,0,177,64,58,8,6,26,1,6,0,0,0,3,1,0,0,2,4,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031031900,1714000031031900,"Census Tract 319, Cook County (part), Chicago city, Illinois",2304,2213,1793,165,10,121,0,124,91,76,18,4,29,2,17,3,0,0,1,0,0,0,0,2,0,15,8,0,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031032100,1714000031032100,"Census Tract 321, Cook County (part), Chicago city, Illinois",7052,6873,4866,1217,22,386,1,381,179,164,28,15,52,3,33,7,6,2,8,0,0,6,1,3,0,11,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1580000US1714000031040100,1714000031040100,"Census Tract 401, Cook County (part), Chicago city, Illinois",3985,3859,2792,185,44,326,0,512,126,116,26,13,33,0,28,3,0,0,1,0,0,3,0,9,0,9,3,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031040201,1714000031040201,"Census Tract 402.01, Cook County (part), Chicago city, Illinois",6218,5990,4513,184,46,632,0,615,228,220,28,21,61,3,63,6,5,0,6,0,0,2,2,20,3,7,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031040202,1714000031040202,"Census Tract 402.02, Cook County (part), Chicago city, Illinois",7249,6955,4201,564,29,1621,14,526,294,278,29,21,100,14,67,5,3,0,7,2,0,0,6,23,1,14,4,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
