GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071
1580000US1714000031151200,1714000031151200,"Census Tract 1512, Cook County (part), Chicago city, Illinois",3884,3765,2910,40,38,202,0,575,119,113,11,2,18,7,60,0,1,0,10,0,0,2,0,2,0,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160100,1714000031160100,"Census Tract 1601, Cook County (part), Chicago city, Illinois",2485,2366,1761,62,14,256,0,273,119,108,32,7,35,0,21,1,7,0,0,1,0,0,1,3,0,9,2,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1580000US1714000031160200,1714000031160200,"Census Tract 1602, Cook County (part), Chicago city, Illinois",3443,3290,2587,94,9,276,1,323,153,141,24,19,38,1,42,0,0,0,5,0,0,0,0,12,0,9,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160300,1714000031160300,"Census Tract 1603, Cook County (part), Chicago city, Illinois",3785,3612,2608,315,12,369,0,308,173,164,30,21,42,0,36,1,3,0,21,4,0,0,2,4,0,9,1,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160400,1714000031160400,"Census Tract 1604, Cook County (part), Chicago city, Illinois",4768,4495,3159,202,23,281,6,824,273,266,51,45,30,1,100,1,1,3,12,0,0,9,0,11,2,7,2,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160501,1714000031160501,"Census Tract 1605.01, Cook County (part), Chicago city, Illinois",4188,3895,2060,198,74,389,1,1173,293,284,20,57,29,8,117,0,1,0,18,1,0,7,3,19,4,8,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160502,1714000031160502,"Census Tract 1605.02, Cook County (part), Chicago city, Illinois",3550,3326,1879,162,43,270,5,967,224,209,16,37,18,2,98,1,3,0,23,0,0,9,0,1,1,12,3,1,0,0,2,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160601,1714000031160601,"Census Tract 1606.01, Cook County (part), Chicago city, Illinois",3490,3274,2195,139,17,191,0,732,216,200,31,18,43,3,62,1,2,0,13,0,0,6,4,17,0,15,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160602,1714000031160602,"Census Tract 1606.02, Cook County (part), Chicago city, Illinois",3589,3416,2300,179,31,276,2,628,173,158,15,11,41,0,49,9,4,2,7,3,0,6,1,9,1,15,1,2,0,0,0,0,3,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160700,1714000031160700,"Census Tract 1607, Cook County (part), Chicago city, Illinois",5893,5619,3351,213,34,571,8,1442,274,263,34,13,52,2,132,4,5,0,11,0,0,3,0,5,2,11,6,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160800,1714000031160800,"Census Tract 1608, Cook County (part), Chicago city, Illinois",5148,4866,2876,177,26,339,0,1448,282,271,39,35,38,0,107,3,3,0,17,2,0,15,2,5,5,5,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031160900,1714000031160900,"Census Tract 1609, Cook County (part), Chicago city, Illinois",2405,2312,1808,81,23,137,0,263,93,90,9,5,18,0,44,4,0,0,6,1,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031161000,1714000031161000,"Census Tract 1610, Cook County (part), Chicago city, Illinois",1707,1632,1362,63,8,47,0,152,75,67,10,13,15,0,27,1,0,0,1,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031161100,1714000031161100,"Census Tract 1611, Cook County (part), Chicago city, Illinois",1861,1792,1486,86,14,110,0,96,69,67,13,3,19,0,17,4,0,0,8,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031161200,1714000031161200,"Census Tract 1612, Cook County (part), Chicago city, Illinois",2930,2789,1681,55,60,203,1,789,141,129,17,4,14,0,60,1,1,0,5,2,0,9,1,15,0,12,5,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031161300,1714000031161300,"Census Tract 1613, Cook County (part), Chicago city, Illinois",4117,3948,2639,139,26,143,6,995,169,160,36,27,14,3,59,0,5,0,10,0,0,2,1,1,2,9,4,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170100,1714000031170100,"Census Tract 1701, Cook County (part), Chicago city, Illinois",1752,1734,1557,61,1,80,0,35,18,18,3,2,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170200,1714000031170200,"Census Tract 1702, Cook County (part), Chicago city, Illinois",3892,3813,3201,23,25,162,1,401,79,74,16,7,18,9,20,0,2,0,0,0,0,0,0,2,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170300,1714000031170300,"Census Tract 1703, Cook County (part), Chicago city, Illinois",5129,5031,4200,53,24,216,0,538,98,95,7,12,19,0,42,0,1,0,2,0,0,1,1,9,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170400,1714000031170400,"Census Tract 1704, Cook County (part), Chicago city, Illinois",3870,3771,3331,34,10,140,1,255,99,90,11,9,10,0,39,0,1,0,1,1,0,6,1,6,5,9,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170500,1714000031170500,"Census Tract 1705, Cook County (part), Chicago city, Illinois",4980,4876,4392,42,19,112,10,301,104,98,11,10,30,4,38,0,0,0,0,0,0,3,0,1,1,6,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170600,1714000031170600,"Census Tract 1706, Cook County (part), Chicago city, Illinois",2498,2439,2215,4,4,99,0,117,59,56,2,12,17,0,22,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170700,1714000031170700,"Census Tract 1707, Cook County (part), Chicago city, Illinois",2980,2903,2609,13,4,77,0,200,77,73,4,14,23,1,29,0,1,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170800,1714000031170800,"Census Tract 1708, Cook County (part), Chicago city, Illinois",3721,3634,3131,30,9,140,0,324,87,84,5,4,23,5,40,1,0,1,0,0,0,1,0,2,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031170900,1714000031170900,"Census Tract 1709, Cook County (part), Chicago city, Illinois",1713,1646,1311,22,13,72,0,228,67,64,10,0,16,1,32,0,0,3,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031171000,1714000031171000,"Census Tract 1710, Cook County (part), Chicago city, Illinois",7287,7106,5984,81,35,313,6,687,181,179,17,21,55,4,58,1,1,0,3,4,0,4,0,10,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031171100,1714000031171100,"Census Tract 1711, Cook County (part), Chicago city, Illinois",4110,3968,3047,30,29,213,2,647,142,125,4,7,35,6,57,1,0,0,2,10,0,0,0,3,0,17,4,2,0,3,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031180100,1714000031180100,"Census Tract 1801, Cook County (part), Chicago city, Illinois",6156,5961,4382,126,37,227,7,1182,195,183,23,21,18,6,96,1,1,0,3,0,0,5,0,6,3,12,1,1,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190100,1714000031190100,"Census Tract 1901, Cook County (part), Chicago city, Illinois",2488,2391,1305,68,23,64,0,931,97,97,6,2,6,0,67,0,1,0,4,0,0,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190200,1714000031190200,"Census Tract 1902, Cook County (part), Chicago city, Illinois",5853,5634,3067,157,43,148,0,2219,219,215,10,10,16,0,133,3,0,0,14,0,0,5,0,16,8,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190300,1714000031190300,"Census Tract 1903, Cook County (part), Chicago city, Illinois",5794,5597,3783,100,68,150,2,1494,197,190,14,20,22,1,97,1,0,1,11,0,0,13,1,1,8,7,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190401,1714000031190401,"Census Tract 1904.01, Cook County (part), Chicago city, Illinois",4257,4067,2427,88,19,236,7,1290,190,169,17,2,22,12,93,0,0,3,5,0,0,2,0,13,0,15,1,3,0,6,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190402,1714000031190402,"Census Tract 1904.02, Cook County (part), Chicago city, Illinois",5458,5193,3007,165,40,167,12,1802,265,254,17,40,18,2,139,0,1,0,9,1,0,9,0,16,2,11,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190601,1714000031190601,"Census Tract 1906.01, Cook County (part), Chicago city, Illinois",4545,4339,2292,165,42,97,0,1743,206,193,14,15,19,3,112,2,2,0,10,0,0,5,5,6,0,13,0,1,0,7,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190602,1714000031190602,"Census Tract 1906.02, Cook County (part), Chicago city, Illinois",5516,5279,2828,277,95,74,6,1999,237,226,14,7,10,0,168,4,0,0,9,0,0,3,0,9,2,9,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190701,1714000031190701,"Census Tract 1907.01, Cook County (part), Chicago city, Illinois",2955,2809,1235,74,51,48,3,1398,146,142,21,10,3,0,84,1,0,0,7,0,0,6,0,8,2,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190702,1714000031190702,"Census Tract 1907.02, Cook County (part), Chicago city, Illinois",4869,4712,2142,185,58,29,2,2296,157,148,23,3,11,0,81,0,3,0,12,1,0,9,0,3,2,9,2,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190800,1714000031190800,"Census Tract 1908, Cook County (part), Chicago city, Illinois",6632,6346,3107,274,63,55,7,2840,286,253,20,10,7,1,166,4,1,0,22,1,0,7,0,5,9,33,13,1,2,9,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031190900,1714000031190900,"Census Tract 1909, Cook County (part), Chicago city, Illinois",2040,1949,991,78,16,43,1,820,91,91,3,4,4,0,54,1,0,0,13,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031191000,1714000031191000,"Census Tract 1910, Cook County (part), Chicago city, Illinois",2559,2489,1217,111,48,10,0,1103,70,64,2,4,3,0,43,0,1,0,6,0,0,0,0,4,1,6,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031191100,1714000031191100,"Census Tract 1911, Cook County (part), Chicago city, Illinois",7414,7110,3073,472,123,79,8,3355,304,298,24,24,0,0,217,1,1,0,12,2,0,4,0,7,6,6,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031191200,1714000031191200,"Census Tract 1912, Cook County (part), Chicago city, Illinois",3853,3690,1438,121,42,5,0,2084,163,144,3,9,4,0,102,0,5,0,3,1,0,11,0,2,4,19,3,2,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031191301,1714000031191301,"Census Tract 1913.01, Cook County (part), Chicago city, Illinois",5397,5212,2045,546,49,142,10,2420,185,179,13,19,3,5,78,2,0,0,9,0,0,15,0,7,28,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031191302,1714000031191302,"Census Tract 1913.02, Cook County (part), Chicago city, Illinois",5034,4889,1879,317,49,79,4,2561,145,139,15,6,4,1,79,1,3,0,13,0,0,4,4,7,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031200100,1714000031200100,"Census Tract 2001, Cook County (part), Chicago city, Illinois",4354,4188,2343,136,45,157,0,1507,166,145,5,3,18,0,88,1,0,0,13,1,0,7,0,7,2,18,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031200200,1714000031200200,"Census Tract 2002, Cook County (part), Chicago city, Illinois",5427,5204,2323,275,27,80,3,2496,223,217,15,15,14,1,116,2,1,0,22,0,0,16,0,7,8,6,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031200300,1714000031200300,"Census Tract 2003, Cook County (part), Chicago city, Illinois",2209,2105,863,92,18,19,4,1109,104,89,4,1,1,0,70,4,0,0,3,0,0,4,0,0,2,15,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031200401,1714000031200401,"Census Tract 2004.01, Cook County (part), Chicago city, Illinois",3603,3491,1578,202,29,19,0,1663,112,102,10,5,0,0,60,2,3,4,10,0,0,8,0,0,0,8,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031200402,1714000031200402,"Census Tract 2004.02, Cook County (part), Chicago city, Illinois",4396,4193,1542,203,30,26,2,2390,203,198,24,9,11,1,112,3,0,0,15,0,0,13,0,4,6,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210100,1714000031210100,"Census Tract 2101, Cook County (part), Chicago city, Illinois",4028,3800,2406,106,31,228,2,1027,228,204,18,28,41,2,93,1,3,0,2,0,0,5,2,5,4,24,11,5,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210400,1714000031210400,"Census Tract 2104, Cook County (part), Chicago city, Illinois",3035,2935,1860,75,21,64,0,915,100,95,14,2,17,2,42,5,0,0,5,0,0,2,1,4,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210501,1714000031210501,"Census Tract 2105.01, Cook County (part), Chicago city, Illinois",3900,3727,2436,108,20,67,0,1096,173,154,9,7,5,2,107,0,3,0,4,0,0,7,0,6,4,17,2,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210502,1714000031210502,"Census Tract 2105.02, Cook County (part), Chicago city, Illinois",4486,4293,2852,129,57,73,1,1181,193,160,12,18,12,1,85,0,0,0,4,3,0,6,0,7,12,33,13,0,0,11,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210601,1714000031210601,"Census Tract 2106.01, Cook County (part), Chicago city, Illinois",3104,3000,1771,103,65,132,1,928,104,96,5,4,13,0,58,3,2,0,6,0,0,0,0,3,2,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1580000US1714000031210602,1714000031210602,"Census Tract 2106.02, Cook County (part), Chicago city, Illinois",4683,4468,2725,229,42,73,1,1398,215,202,32,11,14,0,104,4,2,0,15,0,0,12,0,0,8,13,5,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210700,1714000031210700,"Census Tract 2107, Cook County (part), Chicago city, Illinois",4309,4138,2648,160,43,140,4,1143,171,151,36,15,12,1,65,0,0,1,7,0,0,2,0,11,1,19,9,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210800,1714000031210800,"Census Tract 2108, Cook County (part), Chicago city, Illinois",1196,1133,637,26,10,14,0,446,63,61,5,2,5,2,28,0,0,0,6,0,0,5,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031210900,1714000031210900,"Census Tract 2109, Cook County (part), Chicago city, Illinois",3068,2928,1878,138,12,120,0,780,140,125,22,6,24,0,56,0,1,0,3,2,0,2,1,5,3,13,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220300,1714000031220300,"Census Tract 2203, Cook County (part), Chicago city, Illinois",2102,2030,1520,98,13,60,0,339,72,64,24,10,15,0,11,0,0,0,3,0,0,0,0,0,1,7,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220400,1714000031220400,"Census Tract 2204, Cook County (part), Chicago city, Illinois",2495,2378,1871,86,9,82,2,328,117,108,26,8,23,3,33,0,4,0,6,0,0,1,0,1,3,8,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220500,1714000031220500,"Census Tract 2205, Cook County (part), Chicago city, Illinois",2626,2493,1874,165,4,107,0,343,133,124,28,11,30,0,34,5,1,0,5,0,0,3,2,0,5,9,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220601,1714000031220601,"Census Tract 2206.01, Cook County (part), Chicago city, Illinois",1766,1681,1097,128,5,38,0,413,85,78,10,2,10,0,29,1,0,0,15,0,0,6,0,4,1,5,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1580000US1714000031220602,1714000031220602,"Census Tract 2206.02, Cook County (part), Chicago city, Illinois",5064,4846,3283,402,38,153,7,963,218,205,39,11,34,1,86,6,2,0,13,0,0,3,1,6,3,12,2,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220701,1714000031220701,"Census Tract 2207.01, Cook County (part), Chicago city, Illinois",3437,3264,1751,134,22,30,4,1323,173,166,30,3,21,1,78,0,1,0,13,0,0,3,0,2,14,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220702,1714000031220702,"Census Tract 2207.02, Cook County (part), Chicago city, Illinois",4060,3917,2077,309,20,56,10,1445,143,136,25,6,11,0,55,1,2,1,15,2,0,4,0,8,6,7,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220901,1714000031220901,"Census Tract 2209.01, Cook County (part), Chicago city, Illinois",3498,3328,1525,385,32,39,7,1340,170,168,24,6,9,0,90,3,4,0,21,0,0,2,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031220902,1714000031220902,"Census Tract 2209.02, Cook County (part), Chicago city, Illinois",3371,3182,1598,151,37,20,0,1376,189,174,21,9,7,0,105,0,0,0,18,0,0,5,0,3,6,13,7,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031221000,1714000031221000,"Census Tract 2210, Cook County (part), Chicago city, Illinois",2923,2819,1349,281,26,45,0,1118,104,101,17,0,16,0,43,2,0,0,13,1,0,3,0,3,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031221100,1714000031221100,"Census Tract 2211, Cook County (part), Chicago city, Illinois",4870,4628,2875,547,24,74,4,1104,242,227,39,30,17,2,110,5,1,0,14,0,0,0,1,2,6,14,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031221200,1714000031221200,"Census Tract 2212, Cook County (part), Chicago city, Illinois",2860,2740,1848,214,17,86,2,573,120,111,25,11,16,0,26,0,2,0,12,0,0,8,0,5,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031221300,1714000031221300,"Census Tract 2213, Cook County (part), Chicago city, Illinois",3222,3121,2010,192,19,96,4,800,101,99,22,7,28,2,26,1,0,0,6,0,0,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
